date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:09:13	112611/112611	---M--	200	added ('OK')	image/jpeg	etag:8fa918db44f672493000cf1b6363bc98	http://trystack.mediumra.re/img/wedding-1.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/wedding-1.jpg	(from http://trystack.mediumra.re/home-wedding.html)
23:09:17	63063/63063	---M--	200	added ('OK')	image/jpeg	etag:fd081f36a62166ad1f32f42bddafd80e	http://trystack.mediumra.re/img/wedding-3.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/wedding-3.jpg	(from http://trystack.mediumra.re/home-wedding.html)
23:09:30	182936/182936	---M--	200	added ('OK')	image/jpeg	etag:b8200bff942b1b291903ea10aa9b421a	http://trystack.mediumra.re/img/wedding-2.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/wedding-2.jpg	(from http://trystack.mediumra.re/home-wedding.html)
23:09:35	25880/25880	---M--	200	added ('OK')	image/png	etag:70d1f6b2fd759956bd977f029232310f	http://trystack.mediumra.re/img/headline-1.png	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/headline-1.png	(from http://trystack.mediumra.re/home-landing-1.html)
23:09:37	122528/122528	---M--	200	added ('OK')	image/jpeg	etag:8ecf778621a2c3a4124b9dda730965c4	http://trystack.mediumra.re/img/landing-10.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/landing-10.jpg	(from http://trystack.mediumra.re/home-landing-1.html)
23:09:41	196248/196248	---M--	200	added ('OK')	image/jpeg	etag:f88781b24b07e6eb916a7f8ddbc1a66a	http://trystack.mediumra.re/img/wedding-4.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/wedding-4.jpg	(from http://trystack.mediumra.re/home-wedding.html)
23:09:52	241726/241726	---M--	200	added ('OK')	image/jpeg	etag:2f57ef8eeca4c7f9fb01dae3e2260d02	http://trystack.mediumra.re/img/wedding-5.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/wedding-5.jpg	(from http://trystack.mediumra.re/home-wedding.html)
23:09:52	111049/111049	---M--	200	added ('OK')	image/jpeg	etag:dc3f70ecdab6ba062d6fc7d635765ae7	http://trystack.mediumra.re/img/blog-1.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/blog-1.jpg	(from http://trystack.mediumra.re/home-landing-1.html)
23:10:02	126765/126765	---M--	200	added ('OK')	image/jpeg	etag:4fe16744ecfe4f4ea0ea1c8a2bfc55d7	http://trystack.mediumra.re/img/blog-3.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/blog-3.jpg	(from http://trystack.mediumra.re/home-landing-1.html)
23:10:03	159947/159947	---M--	200	added ('OK')	image/jpeg	etag:e727d3ff968a8ef91bfbaeadc28d69e5	http://trystack.mediumra.re/img/inner-4.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/inner-4.jpg	(from http://trystack.mediumra.re/home-landing-1.html)
23:10:16	143930/143930	---M--	200	added ('OK')	image/jpeg	etag:b555ba24d827efcb88eebc93992c5fee	http://trystack.mediumra.re/img/landing-7.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/landing-7.jpg	(from http://trystack.mediumra.re/home-landing-2.html)
23:10:22	187041/187041	---M--	200	added ('OK')	image/png	etag:82cb220fc0195783a7c107b2cdbd0a11	http://trystack.mediumra.re/img/avatar-large-3.png	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/avatar-large-3.png	(from http://trystack.mediumra.re/home-landing-2.html)
23:10:25	144773/144773	---M--	200	added ('OK')	image/jpeg	etag:54fbc484625c1090b4134ba84897409d	http://trystack.mediumra.re/img/landing-15.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/landing-15.jpg	(from http://trystack.mediumra.re/home-landing-3.html)
23:10:29	167253/167253	---M--	200	added ('OK')	image/jpeg	etag:743ce9f039132dbfe7f1bfa013eec14b	http://trystack.mediumra.re/img/landing-19.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/landing-19.jpg	(from http://trystack.mediumra.re/home-landing-3.html)
23:10:42	110388/110388	---M--	200	added ('OK')	image/jpeg	etag:78fc49451d755cfb06c09a6d4a059505	http://trystack.mediumra.re/img/landing-17.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/landing-17.jpg	(from http://trystack.mediumra.re/home-landing-3.html)
23:10:48	206346/206346	---M--	200	added ('OK')	image/jpeg	etag:06fad2a6acc0ac5af0d549fb756415bf	http://trystack.mediumra.re/img/landing-16.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/landing-16.jpg	(from http://trystack.mediumra.re/home-landing-3.html)
23:10:59	67135/67135	---M--	200	added ('OK')	image/jpeg	etag:01acf9b1fa41af98d2445409f51e11d4	http://trystack.mediumra.re/img/hero-3.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/hero-3.jpg	(from http://trystack.mediumra.re/home-landing-4.html)
23:11:02	207143/207143	---M--	200	added ('OK')	image/jpeg	etag:e66cc2f97e2cb78321bce3f3bb88d0fe	http://trystack.mediumra.re/img/landing-20.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/landing-20.jpg	(from http://trystack.mediumra.re/home-landing-3.html)
23:11:04	133487/133487	---M--	200	added ('OK')	image/jpeg	etag:c9d10b98deb63fe4615f9a5417fb6b78	http://trystack.mediumra.re/img/landing-21.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/landing-21.jpg	(from http://trystack.mediumra.re/home-landing-4.html)
23:11:19	86745/86745	---M--	200	added ('OK')	image/jpeg	etag:2abda6fc287556b48f316c867d604869	http://trystack.mediumra.re/img/device-bg-1.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/device-bg-1.jpg	(from http://trystack.mediumra.re/home-landing-5.html)
23:11:30	186164/186164	---M--	200	added ('OK')	image/jpeg	etag:4792e443605332b3d14ce5ecf035ce3a	http://trystack.mediumra.re/img/landing-1.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/landing-1.jpg	(from http://trystack.mediumra.re/home-landing-5.html)
23:11:32	180856/180856	---M--	200	added ('OK')	image/jpeg	etag:132ebee0bb5859ca94e953bb34a5d34a	http://trystack.mediumra.re/img/landing-6.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/landing-6.jpg	(from http://trystack.mediumra.re/home-landing-5.html)
23:11:41	52744/52744	---M--	200	added ('OK')	image/png	etag:17065489a17e1098a050588c3c64e075	http://trystack.mediumra.re/img/device-2.png	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/device-2.png	(from http://trystack.mediumra.re/home-landing-6.html)
23:11:44	490674/490674	---M--	200	added ('OK')	image/jpeg	etag:ff9551bf531d18e1c1a6ccc82d026229	http://trystack.mediumra.re/img/landing-18.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/landing-18.jpg	(from http://trystack.mediumra.re/home-landing-3.html)
23:11:50	127830/127830	---M--	200	added ('OK')	image/png	etag:95161b4b36d4f43d9668c0fbf8953805	http://trystack.mediumra.re/img/device-6.png	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/device-6.png	(from http://trystack.mediumra.re/home-landing-6.html)
23:11:53	54423/54423	---M--	200	added ('OK')	image/jpeg	etag:94a895b4cae92f5f5e4057bbe540e8b7	http://trystack.mediumra.re/img/landing-14.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/landing-14.jpg	(from http://trystack.mediumra.re/home-landing-7.html)
23:11:54	218440/218440	---M--	200	added ('OK')	image/png	etag:aba016a55c8ca0a34f3e8be12b92e9ee	http://trystack.mediumra.re/img/device-3.png	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/device-3.png	(from http://trystack.mediumra.re/home-landing-6.html)
23:11:58	101411/101411	---M--	200	added ('OK')	image/jpeg	etag:54b2cf1645f1035dbad7ce276e121403	http://trystack.mediumra.re/img/landing-13.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/landing-13.jpg	(from http://trystack.mediumra.re/home-landing-7.html)
23:12:02	68135/68135	---M--	200	added ('OK')	image/jpeg	etag:91d2bfc0711f20259022d4b90670ba51	http://trystack.mediumra.re/img/landing-12.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/landing-12.jpg	(from http://trystack.mediumra.re/home-landing-7.html)
23:12:08	89024/89024	---M--	200	added ('OK')	image/jpeg	etag:62fe8261f627bb53b30b899833f35630	http://trystack.mediumra.re/img/landing-22.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/landing-22.jpg	(from http://trystack.mediumra.re/home-landing-8.html)
23:12:10	13691/13691	---M--	200	added ('OK')	image/png	etag:f7cc6a835e7c613dad374fd238a0ab04	http://trystack.mediumra.re/img/device-1.png	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/device-1.png	(from http://trystack.mediumra.re/home-landing-9.html)
23:12:20	167997/167997	---M--	200	added ('OK')	image/png	etag:5360641e650f6bd690d1c5227321040c	http://trystack.mediumra.re/img/avatar-large-1.png	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/avatar-large-1.png	(from http://trystack.mediumra.re/home-landing-8.html)
23:12:22	66996/66996	---M--	200	added ('OK')	image/jpeg	etag:d002fda21e078dc8ce1c26cd3670d108	http://trystack.mediumra.re/img/landing-4.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/landing-4.jpg	(from http://trystack.mediumra.re/home-landing-9.html)
23:12:25	142239/142239	---M--	200	added ('OK')	image/jpeg	etag:c8fe3158800b663b27127f213551ff22	http://trystack.mediumra.re/img/landing-3.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/landing-3.jpg	(from http://trystack.mediumra.re/home-landing-9.html)
23:12:26	180715/180715	---M--	200	added ('OK')	image/jpeg	etag:f7292074ec2510a7803a5f445b0c73d2	http://trystack.mediumra.re/img/landing-2.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/landing-2.jpg	(from http://trystack.mediumra.re/home-landing-9.html)
23:12:34	42814/42814	---M--	200	added ('OK')	image/jpeg	etag:c893eaa39486ae98ea587a16aa155a85	http://trystack.mediumra.re/img/software-1.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/software-1.jpg	(from http://trystack.mediumra.re/home-software-1.html)
23:12:43	56826/56826	---M--	200	added ('OK')	image/jpeg	etag:3b7408e71abc4eeea0d8415f9a80ace0	http://trystack.mediumra.re/img/software-2.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/software-2.jpg	(from http://trystack.mediumra.re/home-software-1.html)
23:12:50	156964/156964	---M--	200	added ('OK')	image/jpeg	etag:b84363ca07f89c2c1b5d6f2157c39f95	http://trystack.mediumra.re/img/landing-26.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/landing-26.jpg	(from http://trystack.mediumra.re/home-landing-10.html)
23:12:51	43730/43730	---M--	200	added ('OK')	image/jpeg	etag:18153e35697c907ba26f211e471b3e0f	http://trystack.mediumra.re/img/software-3.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/software-3.jpg	(from http://trystack.mediumra.re/home-software-1.html)
23:12:53	191231/191231	---M--	200	added ('OK')	image/jpeg	etag:cbb6ce1e4bd377bef478515479d2e911	http://trystack.mediumra.re/img/landing-25.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/landing-25.jpg	(from http://trystack.mediumra.re/home-landing-10.html)
23:12:58	40707/40707	---M--	200	added ('OK')	image/jpeg	etag:012f1da7883abcb4aae0b70e2923ec6d	http://trystack.mediumra.re/img/software-5.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/software-5.jpg	(from http://trystack.mediumra.re/home-software-1.html)
23:12:58	47639/47639	---M--	200	added ('OK')	image/jpeg	etag:b3ed48cb7c2d6447150431960f0ee2a7	http://trystack.mediumra.re/img/software-4.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/software-4.jpg	(from http://trystack.mediumra.re/home-software-1.html)
23:13:00	250387/250387	---M--	200	added ('OK')	image/jpeg	etag:833b264d1e20d23aac8217233195db46	http://trystack.mediumra.re/img/landing-5.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/landing-5.jpg	(from http://trystack.mediumra.re/home-landing-9.html)
23:13:11	62962/62962	---M--	200	added ('OK')	image/jpeg	etag:7d6f2858f9486788dcfb3574c92e7f98	http://trystack.mediumra.re/img/art-2.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/art-2.jpg	(from http://trystack.mediumra.re/home-software-3.html)
23:13:13	92851/92851	---M--	200	added ('OK')	image/jpeg	etag:d81ad503ca2fbf9b586b72ee64d33230	http://trystack.mediumra.re/img/landing-8.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/landing-8.jpg	(from http://trystack.mediumra.re/home-software-2.html)
23:13:13	94264/94264	---M--	200	added ('OK')	image/png	etag:fad6056a8eb9b6cd44d70099d28b2ed3	http://trystack.mediumra.re/img/ebook-2.png	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/ebook-2.png	(from http://trystack.mediumra.re/home-software-2.html)
23:13:13	131494/131494	---M--	200	added ('OK')	image/jpeg	etag:8e0e4b0774d243d16ca8f476ee856b0d	http://trystack.mediumra.re/img/art-1.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/art-1.jpg	(from http://trystack.mediumra.re/home-software-2.html)
23:13:22	71428/71428	---M--	200	added ('OK')	image/jpeg	etag:29b382a7ba91f73feea5ae6858538760	http://trystack.mediumra.re/img/art-3.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/art-3.jpg	(from http://trystack.mediumra.re/home-software-3.html)
23:13:24	65387/65387	---M--	200	added ('OK')	image/jpeg	etag:1e58e886697562439c84a732a01dbc02	http://trystack.mediumra.re/img/art-4.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/art-4.jpg	(from http://trystack.mediumra.re/home-software-3.html)
23:13:33	121027/121027	---M--	200	added ('OK')	image/jpeg	etag:6cb2ef143e0713e391d13ea0b4e5083f	http://trystack.mediumra.re/img/cowork-10.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/cowork-10.jpg	(from http://trystack.mediumra.re/home-software-3.html)
23:13:36	12976/12976	---M--	200	added ('OK')	image/png	etag:95c7b2ff6928000faf440d1c43258a6f	http://trystack.mediumra.re/img/partner-2.png	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/partner-2.png	(from http://trystack.mediumra.re/home-portfolio-agency-2.html)
23:13:37	93391/93391	---M--	200	added ('OK')	image/jpeg	etag:848c3ab5d62c7aaf57f8d51bb6f63db0	http://trystack.mediumra.re/img/work-6.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/work-6.jpg	(from http://trystack.mediumra.re/home-portfolio-agency-1.html)
23:13:38	9864/9864	---M--	200	added ('OK')	image/png	etag:8b1e9d9b7a82e253ed9996eb62d14c35	http://trystack.mediumra.re/img/partner-3.png	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/partner-3.png	(from http://trystack.mediumra.re/home-portfolio-agency-2.html)
23:13:39	93559/93559	---M--	200	added ('OK')	image/jpeg	etag:db93cc914495fbc00b82c036557ec592	http://trystack.mediumra.re/img/work-3.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/work-3.jpg	(from http://trystack.mediumra.re/home-portfolio-agency-1.html)
23:13:55	256216/256216	---M--	200	added ('OK')	image/jpeg	etag:5341b1c0a86ee31dd50e6e3cf20791dc	http://trystack.mediumra.re/img/agency-5.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/agency-5.jpg	(from http://trystack.mediumra.re/home-portfolio-agency-1.html)
23:13:55	105082/105082	---M--	200	added ('OK')	image/jpeg	etag:3f8c088e0dfe1306234871033511774e	http://trystack.mediumra.re/img/personal-1.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/personal-1.jpg	(from http://trystack.mediumra.re/home-portfolio-personal-1.html)
23:13:58	133278/133278	---M--	200	added ('OK')	image/jpeg	etag:9961027d26b4aad4eec3afd0e03e000e	http://trystack.mediumra.re/img/cowork-1.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/cowork-1.jpg	(from http://trystack.mediumra.re/home-portfolio-agency-2.html)
23:13:59	123532/123532	---M--	200	added ('OK')	image/jpeg	etag:57303afcd2841533486f19020369af33	http://trystack.mediumra.re/img/photography-1.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/photography-1.jpg	(from http://trystack.mediumra.re/home-portfolio-photography.html)
23:14:05	72270/72270	---M--	200	added ('OK')	image/jpeg	etag:a52b8c146dde3385b2e925a11d3d0295	http://trystack.mediumra.re/img/photography-2.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/photography-2.jpg	(from http://trystack.mediumra.re/home-portfolio-photography.html)
23:14:06	70694/70694	---M--	200	added ('OK')	image/jpeg	etag:f84ad8dfc1f3efad7a908b7dc945fb1c	http://trystack.mediumra.re/img/photography-3.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/photography-3.jpg	(from http://trystack.mediumra.re/home-portfolio-photography.html)
23:14:07	70/70	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Feb%202018%2017:44:08%20GMT	http://trystack.mediumra.re/img/disable	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/disable	(from http://trystack.mediumra.re/home-portfolio-photography-2.html)
23:14:08	8655/8655	---M--	200	added ('OK')	image/png	etag:103bdd0ceff798468f6f63c9efa38d6a	http://trystack.mediumra.re/img/photography-logo-1.png	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/photography-logo-1.png	(from http://trystack.mediumra.re/home-portfolio-photography-2.html)
23:14:17	114400/114400	---M--	200	added ('OK')	image/jpeg	etag:bc28378889b574c9935e02044d99fd2e	http://trystack.mediumra.re/img/photography-4.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/photography-4.jpg	(from http://trystack.mediumra.re/home-portfolio-photography.html)
23:14:29	189865/189865	---M--	200	added ('OK')	image/jpeg	etag:879f97bbe39d1d8d9dd01ff91ed6d95a	http://trystack.mediumra.re/img/photography-5.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/photography-5.jpg	(from http://trystack.mediumra.re/home-portfolio-photography.html)
23:14:29	130791/130791	---M--	200	added ('OK')	image/jpeg	etag:06e75443f44d225fdb6dc3f14874a9e3	http://trystack.mediumra.re/img/photography-12.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/photography-12.jpg	(from http://trystack.mediumra.re/home-portfolio-photography-2.html)
23:14:40	204562/204562	---M--	200	added ('OK')	image/jpeg	etag:5c32954c5631aed86443c8b38d084ec1	http://trystack.mediumra.re/img/photography-6.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/photography-6.jpg	(from http://trystack.mediumra.re/home-portfolio-photography-2.html)
23:14:51	125057/125057	---M--	200	added ('OK')	image/jpeg	etag:79e60c21007318e14b361b952d39104c	http://trystack.mediumra.re/img/photography-10.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/photography-10.jpg	(from http://trystack.mediumra.re/home-portfolio-photography-2.html)
23:14:52	186/186	---M--	200	added ('OK')	text/css	etag:ca1f8bfd190b0de6c3591c2bef07bc07	http://trystack.mediumra.re/css/font-karla.css	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/css/font-karla.css	(from http://trystack.mediumra.re/home-portfolio-studio-1.html)
23:14:54	236313/236313	---M--	200	added ('OK')	image/jpeg	etag:e9e66aa31e53a40a6cc25cd4786e7a54	http://trystack.mediumra.re/img/photography-9.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/photography-9.jpg	(from http://trystack.mediumra.re/home-portfolio-photography-2.html)
23:15:07	75346/75346	---M--	200	added ('OK')	image/jpeg	etag:caa2ce141fb77ed093b019185d73ff96	http://trystack.mediumra.re/img/architecture-2.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/architecture-2.jpg	(from http://trystack.mediumra.re/home-portfolio-studio-1.html)
23:15:15	283529/283529	---M--	200	added ('OK')	image/jpeg	etag:d9baf6f8523272214d287be8b8879196	http://trystack.mediumra.re/img/photography-7.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/photography-7.jpg	(from http://trystack.mediumra.re/home-portfolio-photography-2.html)
23:15:21	179232/179232	---M--	200	added ('OK')	image/jpeg	etag:69e0d6866a5b81d62916816650dc5545	http://trystack.mediumra.re/img/architecture-1.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/architecture-1.jpg	(from http://trystack.mediumra.re/home-portfolio-studio-1.html)
23:15:23	272709/272709	---M--	200	added ('OK')	image/jpeg	etag:c9b983cb540dabbb22eb48c2a50137a1	http://trystack.mediumra.re/img/photography-8.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/photography-8.jpg	(from http://trystack.mediumra.re/home-portfolio-photography-2.html)
23:15:34	165014/165014	---M--	200	added ('OK')	image/jpeg	etag:d7fd06058f8b29f2f2628173511186df	http://trystack.mediumra.re/img/architecture-3.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/architecture-3.jpg	(from http://trystack.mediumra.re/home-portfolio-studio-1.html)
23:15:48	82849/82849	---M--	200	added ('OK')	image/jpeg	etag:1000f0032678426f441421dac82627f8	http://trystack.mediumra.re/img/hero-1.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/hero-1.jpg	(from http://trystack.mediumra.re/home-portfolio-studio-2.html)
23:15:57	50533/50533	---M--	200	added ('OK')	image/jpeg	etag:0db2f7fcc15a1427467acfc70cd2bb29	http://trystack.mediumra.re/img/work-1.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/work-1.jpg	(from http://trystack.mediumra.re/home-portfolio-studio-2.html)
23:16:21	149153/149153	---M--	200	added ('OK')	image/jpeg	etag:ad99b2c8668fe05e7e67fb31085bca18	http://trystack.mediumra.re/img/work-5.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/work-5.jpg	(from http://trystack.mediumra.re/home-portfolio-studio-2.html)
23:16:28	33293/33293	---M--	200	added ('OK')	image/jpeg	etag:a37a94edefd4658fc86771a0e95778df	http://trystack.mediumra.re/img/work-4.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/work-4.jpg	(from http://trystack.mediumra.re/home-portfolio-studio-2.html)
23:16:42	80384/80384	---M--	200	added ('OK')	image/jpeg	etag:8e68d228b3a9058e971659af24d7b7aa	http://trystack.mediumra.re/img/agency-4.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/agency-4.jpg	(from http://trystack.mediumra.re/home-portfolio-video.html)
23:16:57	89996/89996	---M--	200	added ('OK')	image/jpeg	etag:61bed465232d8f1c24d1760dbf1cb86f	http://trystack.mediumra.re/img/blog-2.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/blog-2.jpg	(from http://trystack.mediumra.re/home-portfolio-video.html)
23:18:12	455480/455480	---M--	200	added ('OK')	image/jpeg	etag:8f0080be05f42410ee82c097932e9c25	http://trystack.mediumra.re/img/blog-4.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/blog-4.jpg	(from http://trystack.mediumra.re/home-portfolio-video.html)
23:18:30	111276/111276	---M--	200	added ('OK')	image/jpeg	etag:cd173438cffda2c97298345e686a34ed	http://trystack.mediumra.re/img/work-single-4.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/work-single-4.jpg	(from http://trystack.mediumra.re/home-portfolio-video.html)
23:19:22	310038/310038	---M--	200	added ('OK')	image/jpeg	etag:89bc556b9fb2b80a9931ee7121847b5f	http://trystack.mediumra.re/img/work-2.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/work-2.jpg	(from http://trystack.mediumra.re/home-portfolio-video.html)
23:19:39	96352/96352	---M--	200	added ('OK')	image/jpeg	etag:5998c2210e221acbea82d28c44c26df3	http://trystack.mediumra.re/img/inner-3.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/inner-3.jpg	(from http://trystack.mediumra.re/home-coming-soon-1.html)
23:19:49	55257/55257	---M--	200	added ('OK')	image/png	etag:bfd1f30dd4670b824c27f64606abfc5b	http://trystack.mediumra.re/img/headline-3.png	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/headline-3.png	(from http://trystack.mediumra.re/home-coming-soon-2.html)
23:20:16	163923/163923	---M--	200	added ('OK')	image/jpeg	etag:65cd969724a73e0a33eee673cdc7d4bd	http://trystack.mediumra.re/img/inner-9.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/inner-9.jpg	(from http://trystack.mediumra.re/home-coming-soon-3.html)
23:20:45	173501/173501	---M--	200	added ('OK')	image/jpeg	etag:4c96324ba3b528b6ee1cd95b2097df88	http://trystack.mediumra.re/img/gallery-1.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/gallery-1.jpg	(from http://trystack.mediumra.re/page-about-company.html)
23:20:58	57518/57518	---M--	200	added ('OK')	image/jpeg	etag:1cb405b2fe6cfcc92e75dd986285c34e	http://trystack.mediumra.re/img/avatar-wide-3.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/avatar-wide-3.jpg	(from http://trystack.mediumra.re/page-about-team.html)
23:21:05	37970/37970	---M--	200	added ('OK')	image/jpeg	etag:6d6cde62f864bf2dc05af1c1314e3509	http://trystack.mediumra.re/img/avatar-wide-4.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/avatar-wide-4.jpg	(from http://trystack.mediumra.re/page-about-team.html)
23:21:17	74606/74606	---M--	200	added ('OK')	image/jpeg	etag:4caa0295c0d42096d4b5aba86b88f772	http://trystack.mediumra.re/img/avatar-wide-1.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/avatar-wide-1.jpg	(from http://trystack.mediumra.re/page-about-team.html)
23:21:23	34055/34055	---M--	200	added ('OK')	image/jpeg	etag:8857399ad50bb2d4c9386923696c5241	http://trystack.mediumra.re/img/avatar-wide-2.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/avatar-wide-2.jpg	(from http://trystack.mediumra.re/page-about-team.html)
23:21:41	105220/105220	---M--	200	added ('OK')	image/jpeg	etag:80e577625e4cb8c424360e980fa0e22c	http://trystack.mediumra.re/img/inner-1.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/inner-1.jpg	(from http://trystack.mediumra.re/page-about-me.html)
23:22:02	128566/128566	---M--	200	added ('OK')	image/jpeg	etag:f7dbe5b9b559852d1899ac5be290aa21	http://trystack.mediumra.re/img/cowork-3.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/cowork-3.jpg	(from http://trystack.mediumra.re/page-about-history.html)
23:22:28	138779/138779	---M--	200	added ('OK')	image/jpeg	etag:98a84e034447e9b3a5c912362630b7a3	http://trystack.mediumra.re/img/inner-2.jpg	C:/My%20Web%20Sites/Stack/trystack.mediumra.re/img/inner-2.jpg	(from http://trystack.mediumra.re/page-contact-map-4.html)
